CI_DATE,CASH_IN_ID,RETAILER_ID,PAYMENT_METHOD,FINAL_AMOUNT
1/29/2024,5136923,402150,UPG_DIGITAL_WALLET,20
1/29/2024,5137049,251250,UPG_DIGITAL_WALLET,250
1/27/2024,5101126,315678,UPG_DIGITAL_WALLET,"2,000"
2/1/2024,5176100,15840,COLLECTION,"3,000"
1/31/2024,5163536,406092,COLLECTION,"1,000"
1/29/2024,5124030,480204,UPG_DIGITAL_WALLET,200
2/1/2024,5176359,505122,UPG_DIGITAL_WALLET,"2,000"
2/1/2024,5176263,50634,COLLECTION,"1,000"
2/1/2024,5176429,17556,UPG_DIGITAL_WALLET,"5,000"
2/1/2024,5176538,365724,COLLECTION,"1,600"
1/31/2024,5155251,282300,COLLECTION,"1,500"
1/28/2024,5109880,577044,UPG_DIGITAL_WALLET,500
2/1/2024,5187239,582996,UPG_DIGITAL_WALLET,11
2/1/2024,5176392,513786,UPG_DIGITAL_WALLET,500
1/28/2024,5109942,42654,COLLECTION,700
2/1/2024,5176308,108132,UPG_DIGITAL_WALLET,590
2/3/2024,5211458,317598,COLLECTION,"1,000"
2/2/2024,5202161,504798,UPG_DIGITAL_WALLET,"1,000"
2/1/2024,5176503,445302,COLLECTION,"3,000"
1/29/2024,5137281,423666,UPG_DIGITAL_WALLET,"20,000"
2/3/2024,5214626,328830,UPG_DIGITAL_WALLET,200
1/29/2024,5137201,110856,UPG_DIGITAL_WALLET,300
1/29/2024,5124299,491412,UPG_DIGITAL_WALLET,"2,000"
2/2/2024,5202169,495522,UPG_DIGITAL_WALLET,153
2/1/2024,5186945,7026,COLLECTION,"2,000"
2/3/2024,5207062,162612,COLLECTION,"2,500"
1/29/2024,5137412,587370,UPG_DIGITAL_WALLET,400
1/29/2024,5137398,114636,COLLECTION,"1,000"
1/31/2024,5163955,582414,UPG_DIGITAL_WALLET,200
1/31/2024,5163964,101562,UPG_DIGITAL_WALLET,"2,000"
1/29/2024,5124386,10956,UPG_DIGITAL_WALLET,500
2/2/2024,5194730,186474,UPG_DIGITAL_WALLET,800
2/2/2024,5202214,519234,UPG_DIGITAL_WALLET,500
1/27/2024,5101270,167040,UPG_DIGITAL_WALLET,200
2/3/2024,5207186,398682,COLLECTION,"1,000"
1/29/2024,5124445,377274,UPG_DIGITAL_WALLET,"20,000"
2/8/2024,5286267,164136,UPG_DIGITAL_WALLET,100
2/8/2024,5290905,493416,UPG_DIGITAL_WALLET,20
2/2/2024,5194812,186474,UPG_DIGITAL_WALLET,200
2/1/2024,5176676,506868,UPG_DIGITAL_WALLET,100
2/2/2024,5194948,578730,UPG_DIGITAL_WALLET,200
1/29/2024,5124477,321516,COLLECTION,"4,000"
1/30/2024,5147268,201672,COLLECTION,"1,000"
2/1/2024,5176928,182658,COLLECTION,"2,000"
2/8/2024,5289273,108486,COLLECTION,"4,000"
2/8/2024,5290845,11808,COLLECTION,"3,000"
2/1/2024,5176953,97740,COLLECTION,"1,000"
1/28/2024,5110160,206232,UPG_DIGITAL_WALLET,"2,050"
1/29/2024,5137446,266400,UPG_DIGITAL_WALLET,330
2/1/2024,5176835,1614,UPG_DIGITAL_WALLET,"2,500"
1/27/2024,5101385,108600,UPG_DIGITAL_WALLET,"5,245"
1/27/2024,5101454,514176,UPG_DIGITAL_WALLET,300
2/1/2024,5177080,480204,UPG_DIGITAL_WALLET,"1,000"
1/27/2024,5094688,6606,COLLECTION,"2,000"
1/27/2024,5101671,385134,UPG_DIGITAL_WALLET,500
1/31/2024,5164034,440622,COLLECTION,"3,000"
2/2/2024,5202326,522684,UPG_DIGITAL_WALLET,400
1/30/2024,5147437,569334,UPG_DIGITAL_WALLET,13
2/2/2024,5195148,550926,UPG_DIGITAL_WALLET,100
2/1/2024,5187355,587280,UPG_DIGITAL_WALLET,85
1/31/2024,5155664,532950,UPG_DIGITAL_WALLET,400
2/1/2024,5187514,484374,UPG_DIGITAL_WALLET,"5,000"
1/30/2024,5147445,485148,UPG_DIGITAL_WALLET,155
2/2/2024,5195133,213288,COLLECTION,"1,000"
1/29/2024,5124742,521592,UPG_DIGITAL_WALLET,8
1/29/2024,5124781,11970,UPG_DIGITAL_WALLET,500
1/28/2024,5110325,577878,UPG_DIGITAL_WALLET,5
2/2/2024,5195441,41232,COLLECTION,"2,000"
1/29/2024,5124787,511704,UPG_DIGITAL_WALLET,100
2/2/2024,5202399,518700,UPG_DIGITAL_WALLET,200
1/30/2024,5137906,461856,COLLECTION,"1,400"
1/31/2024,5155799,255090,COLLECTION,"1,000"
2/3/2024,5214798,321078,UPG_DIGITAL_WALLET,200
1/31/2024,5164110,44532,COLLECTION,"3,500"
1/31/2024,5155788,96384,COLLECTION,"2,000"
1/30/2024,5137738,256584,UPG_DIGITAL_WALLET,100
1/30/2024,5147514,374034,COLLECTION,"1,000"
2/3/2024,5218923,334284,UPG_DIGITAL_WALLET,"2,000"
2/3/2024,5218975,46680,UPG_DIGITAL_WALLET,700
1/30/2024,5137853,229014,UPG_DIGITAL_WALLET,11
1/31/2024,5164162,165024,UPG_DIGITAL_WALLET,"1,000"
1/30/2024,5138015,40410,COLLECTION,"1,500"
2/3/2024,5217361,355578,UPG_DIGITAL_WALLET,100
1/30/2024,5137920,62094,COLLECTION,"2,400"
2/3/2024,5211611,497418,UPG_DIGITAL_WALLET,"1,000"
2/1/2024,5187716,50316,UPG_DIGITAL_WALLET,300
2/3/2024,5211640,24660,UPG_DIGITAL_WALLET,"1,500"
2/2/2024,5202752,336708,UPG_DIGITAL_WALLET,550
1/31/2024,5164258,63522,COLLECTION,"1,000"
1/31/2024,5155920,88956,UPG_DIGITAL_WALLET,"13,800"
2/2/2024,5202684,487212,UPG_DIGITAL_WALLET,"10,799"
2/3/2024,5215048,601266,UPG_DIGITAL_WALLET,65
2/3/2024,5215106,405294,UPG_DIGITAL_WALLET,"2,300"
1/30/2024,5138224,189474,UPG_DIGITAL_WALLET,300
2/3/2024,5217303,594342,UPG_DIGITAL_WALLET,210
1/31/2024,5156028,377274,UPG_DIGITAL_WALLET,"2,000"
2/2/2024,5194187,9558,COLLECTION,"5,000"
1/31/2024,5164349,245556,UPG_DIGITAL_WALLET,150
1/27/2024,5101931,469602,COLLECTION,"1,000"
1/27/2024,5101962,582060,UPG_DIGITAL_WALLET,"1,000"
1/27/2024,5102020,583740,COLLECTION,"1,000"
1/30/2024,5147746,548430,UPG_DIGITAL_WALLET,200
1/29/2024,5125162,480204,UPG_DIGITAL_WALLET,205
1/29/2024,5125291,374040,UPG_DIGITAL_WALLET,300
1/28/2024,5110657,448632,UPG_DIGITAL_WALLET,"13,090"
1/27/2024,5102019,546672,UPG_DIGITAL_WALLET,500
1/30/2024,5138205,408762,UPG_DIGITAL_WALLET,"2,000"
1/30/2024,5147821,52698,COLLECTION,"1,000"
1/29/2024,5125468,105804,UPG_DIGITAL_WALLET,500
2/2/2024,5195361,406398,UPG_DIGITAL_WALLET,"1,000"
2/2/2024,5195422,299100,UPG_DIGITAL_WALLET,198
2/1/2024,5177715,309546,UPG_DIGITAL_WALLET,"15,200"
1/30/2024,5138378,85368,COLLECTION,"2,000"
2/8/2024,5286493,491400,UPG_DIGITAL_WALLET,500
2/3/2024,5207426,20322,COLLECTION,700
2/3/2024,5211663,531162,UPG_DIGITAL_WALLET,39
1/30/2024,5138308,509766,COLLECTION,"4,000"
1/29/2024,5125374,365982,COLLECTION,"1,000"
1/31/2024,5164486,583080,UPG_DIGITAL_WALLET,"5,580"
1/31/2024,5164590,190974,COLLECTION,"2,000"
2/3/2024,5214955,357918,UPG_DIGITAL_WALLET,500
2/3/2024,5217375,487392,UPG_DIGITAL_WALLET,"1,000"
2/3/2024,5219028,14334,UPG_DIGITAL_WALLET,25
1/31/2024,5156179,478554,UPG_DIGITAL_WALLET,"7,477"
2/3/2024,5215061,192156,COLLECTION,500
1/28/2024,5110776,110580,COLLECTION,"1,000"
3/21/2024,5933178,587640,UPG_DIGITAL_WALLET,72
1/28/2024,5110896,30492,UPG_DIGITAL_WALLET,"1,000"
1/28/2024,5110813,507000,UPG_DIGITAL_WALLET,300
1/31/2024,5156229,315522,COLLECTION,"1,000"
1/28/2024,5110809,267786,UPG_DIGITAL_WALLET,"2,000"
2/2/2024,5202918,317604,UPG_DIGITAL_WALLET,500
1/29/2024,5125826,553092,COLLECTION,"1,500"
1/29/2024,5125653,256260,UPG_DIGITAL_WALLET,200
1/29/2024,5125829,511704,UPG_DIGITAL_WALLET,98
2/1/2024,5177840,491682,COLLECTION,"8,000"
1/30/2024,5138588,11970,UPG_DIGITAL_WALLET,530
1/31/2024,5156393,463920,UPG_DIGITAL_WALLET,"1,282"
1/30/2024,5148068,444156,COLLECTION,"1,000"
2/1/2024,5178233,193770,UPG_DIGITAL_WALLET,"1,700"
1/22/2024,5031717,159396,COLLECTION,"2,000"
1/20/2024,4994936,476700,UPG_DIGITAL_WALLET,100
1/25/2024,5066745,524094,UPG_DIGITAL_WALLET,23
1/27/2024,5094134,577698,UPG_DIGITAL_WALLET,"1,000"
3/11/2024,5778950,584382,UPG_DIGITAL_WALLET,400
3/8/2024,5742874,35598,COLLECTION,"1,500"
4/25/2024,6482430,299910,COLLECTION,"1,000"
1/13/2024,4911733,362322,UPG_DIGITAL_WALLET,200
2/20/2024,5478449,501738,UPG_DIGITAL_WALLET,500
4/6/2024,6197060,513846,UPG_DIGITAL_WALLET,200
1/18/2024,4974749,21126,UPG_DIGITAL_WALLET,45
1/23/2024,5040850,447096,COLLECTION,"1,000"
1/26/2024,5088227,558678,UPG_DIGITAL_WALLET,20
1/22/2024,5025381,115956,UPG_DIGITAL_WALLET,500
1/19/2024,4987408,482394,UPG_DIGITAL_WALLET,500
1/25/2024,5069057,509766,UPG_DIGITAL_WALLET,200
1/26/2024,5088333,362322,UPG_DIGITAL_WALLET,50
1/25/2024,5069610,26376,UPG_DIGITAL_WALLET,"1,000"
1/20/2024,4998668,472872,UPG_DIGITAL_WALLET,106
1/23/2024,5049385,518634,UPG_DIGITAL_WALLET,190
1/22/2024,5026291,26766,UPG_DIGITAL_WALLET,500
1/22/2024,5035129,60528,UPG_DIGITAL_WALLET,"7,000"
1/17/2024,4957100,24978,COLLECTION,"1,000"
2/8/2024,5285276,479328,UPG_DIGITAL_WALLET,"8,000"
1/20/2024,4999346,175386,UPG_DIGITAL_WALLET,"1,000"
1/22/2024,5026875,30492,UPG_DIGITAL_WALLET,500
1/23/2024,5042496,297702,COLLECTION,"2,000"
1/25/2024,5070723,210204,COLLECTION,"3,000"
1/25/2024,5070980,38898,COLLECTION,"7,500"
1/27/2024,5096927,51636,COLLECTION,40
1/19/2024,4989705,26376,COLLECTION,"1,000"
1/19/2024,4989867,34752,COLLECTION,"1,200"
1/21/2024,5019285,24486,UPG_DIGITAL_WALLET,"1,000"
1/24/2024,5061060,333540,UPG_DIGITAL_WALLET,"1,000"
1/21/2024,5009938,521286,UPG_DIGITAL_WALLET,87
1/23/2024,5042931,89136,UPG_DIGITAL_WALLET,"2,000"
1/26/2024,5079263,75702,UPG_DIGITAL_WALLET,50
1/24/2024,5061539,379812,UPG_DIGITAL_WALLET,50
1/27/2024,5095175,286566,COLLECTION,"1,000"
1/22/2024,5036297,582564,UPG_DIGITAL_WALLET,50
1/26/2024,5079380,555390,UPG_DIGITAL_WALLET,20
1/23/2024,5043213,300660,UPG_DIGITAL_WALLET,600
1/27/2024,5100209,299898,UPG_DIGITAL_WALLET,300
1/25/2024,5071667,243738,UPG_DIGITAL_WALLET,25
1/21/2024,5020331,488406,UPG_DIGITAL_WALLET,307
1/23/2024,5036769,76158,COLLECTION,"1,500"
2/1/2024,5176141,26376,UPG_DIGITAL_WALLET,100
2/3/2024,5211492,491400,UPG_DIGITAL_WALLET,400
2/1/2024,5176542,321330,COLLECTION,"1,000"
2/2/2024,5202357,8466,COLLECTION,"1,000"
1/29/2024,5124289,510294,UPG_DIGITAL_WALLET,100
2/2/2024,5194987,48510,COLLECTION,"2,000"
1/27/2024,5101476,99258,COLLECTION,"5,000"
1/29/2024,5124644,73386,UPG_DIGITAL_WALLET,101
1/27/2024,5101735,57048,COLLECTION,"1,000"
1/30/2024,5138050,480942,UPG_DIGITAL_WALLET,400
1/28/2024,5110616,564468,UPG_DIGITAL_WALLET,210
2/2/2024,5195421,485148,UPG_DIGITAL_WALLET,300
1/30/2024,5138163,480288,UPG_DIGITAL_WALLET,20
2/1/2024,5177595,531174,COLLECTION,"1,000"
1/30/2024,5147853,405294,UPG_DIGITAL_WALLET,300
2/1/2024,5177513,300558,COLLECTION,"1,000"
2/2/2024,5195663,181614,COLLECTION,"1,500"
2/2/2024,5202855,532716,UPG_DIGITAL_WALLET,"1,000"
1/24/2024,5061614,529404,UPG_DIGITAL_WALLET,200
1/21/2024,5010633,317814,UPG_DIGITAL_WALLET,10
2/1/2024,5176322,213600,COLLECTION,"1,500"
2/8/2024,5286606,114594,UPG_DIGITAL_WALLET,"1,000"
1/30/2024,5138620,589206,UPG_DIGITAL_WALLET,200
1/29/2024,5125797,210954,COLLECTION,400
1/29/2024,5125831,545718,UPG_DIGITAL_WALLET,"1,750"
1/27/2024,5102354,580218,UPG_DIGITAL_WALLET,220
1/29/2024,5125976,251724,UPG_DIGITAL_WALLET,500
1/29/2024,5125972,37638,COLLECTION,"2,000"
1/31/2024,5156348,318246,UPG_DIGITAL_WALLET,"4,500"
2/1/2024,5178270,522390,UPG_DIGITAL_WALLET,"2,100"
1/30/2024,5148175,203244,UPG_DIGITAL_WALLET,"1,000"
1/27/2024,5102397,265068,UPG_DIGITAL_WALLET,"1,000"
1/31/2024,5156365,576588,UPG_DIGITAL_WALLET,500
2/2/2024,5188364,489048,COLLECTION,"3,000"
2/8/2024,5289357,341418,UPG_DIGITAL_WALLET,200
2/2/2024,5188191,32538,COLLECTION,"1,500"
2/2/2024,5203095,42156,UPG_DIGITAL_WALLET,"2,000"
1/31/2024,5164985,14052,COLLECTION,"4,000"
2/1/2024,5178059,574944,UPG_DIGITAL_WALLET,100
1/31/2024,5156520,349290,UPG_DIGITAL_WALLET,600
2/2/2024,5188202,209916,COLLECTION,"2,000"
2/8/2024,5286635,472872,UPG_DIGITAL_WALLET,13
1/30/2024,5148350,341544,UPG_DIGITAL_WALLET,400
2/1/2024,5178324,69576,COLLECTION,"1,500"
1/27/2024,5102438,292956,UPG_DIGITAL_WALLET,85
2/5/2024,5245254,462624,UPG_DIGITAL_WALLET,"1,000"
2/10/2024,5311751,42378,UPG_DIGITAL_WALLET,200
2/5/2024,5245289,546588,COLLECTION,"1,000"
2/13/2024,5369747,165276,COLLECTION,"1,000"
2/15/2024,5388673,11790,UPG_DIGITAL_WALLET,10
2/13/2024,5364146,539712,UPG_DIGITAL_WALLET,645
2/13/2024,5359328,5868,COLLECTION,"2,000"
2/15/2024,5388628,20058,COLLECTION,"2,000"
2/14/2024,5374696,9558,COLLECTION,"5,000"
2/13/2024,5364155,368190,UPG_DIGITAL_WALLET,100
2/10/2024,5325281,359424,UPG_DIGITAL_WALLET,500
2/11/2024,5340587,384006,UPG_DIGITAL_WALLET,"1,000"
3/22/2024,5935969,552936,UPG_DIGITAL_WALLET,15
2/11/2024,5332668,299916,COLLECTION,"1,200"
2/14/2024,5379186,110856,UPG_DIGITAL_WALLET,"1,000"
2/13/2024,5359579,34560,UPG_DIGITAL_WALLET,65
2/15/2024,5389086,243738,UPG_DIGITAL_WALLET,12
2/12/2024,5346918,187980,UPG_DIGITAL_WALLET,150
2/12/2024,5346983,253446,COLLECTION,"1,000"
2/15/2024,5402245,27048,UPG_DIGITAL_WALLET,"3,600"
2/13/2024,5364477,106068,COLLECTION,"5,000"
2/11/2024,5332890,73758,UPG_DIGITAL_WALLET,500
2/10/2024,5325590,589554,UPG_DIGITAL_WALLET,100
2/11/2024,5332887,608238,UPG_DIGITAL_WALLET,100
2/15/2024,5389247,26646,UPG_DIGITAL_WALLET,500
2/15/2024,5389384,582864,UPG_DIGITAL_WALLET,"5,000"
2/15/2024,5389269,176202,UPG_DIGITAL_WALLET,"1,000"
2/10/2024,5325764,56202,UPG_DIGITAL_WALLET,"1,500"
2/12/2024,5353545,327948,COLLECTION,"1,300"
2/10/2024,5325756,33252,UPG_DIGITAL_WALLET,308
2/12/2024,5353565,606486,UPG_DIGITAL_WALLET,"8,888"
2/13/2024,5359808,508290,UPG_DIGITAL_WALLET,111
2/15/2024,5389506,281688,COLLECTION,"1,000"
2/11/2024,5341114,456684,COLLECTION,"2,700"
2/12/2024,5347182,583338,UPG_DIGITAL_WALLET,100
2/13/2024,5370327,597894,COLLECTION,"2,000"
2/10/2024,5325965,10626,COLLECTION,"3,000"
2/12/2024,5347284,205590,UPG_DIGITAL_WALLET,500
2/15/2024,5389660,505710,UPG_DIGITAL_WALLET,50
2/13/2024,5364856,257100,COLLECTION,"3,000"
2/15/2024,5396716,26376,UPG_DIGITAL_WALLET,500
2/15/2024,5402636,592482,UPG_DIGITAL_WALLET,30
2/15/2024,5402723,462684,UPG_DIGITAL_WALLET,259
2/14/2024,5379581,323556,COLLECTION,"1,000"
2/15/2024,5396701,377274,UPG_DIGITAL_WALLET,"10,000"
2/11/2024,5341478,583080,UPG_DIGITAL_WALLET,"2,443"
2/11/2024,5333372,116412,UPG_DIGITAL_WALLET,100
2/10/2024,5326384,370932,UPG_DIGITAL_WALLET,105
2/14/2024,5379628,518022,UPG_DIGITAL_WALLET,100
2/11/2024,5341547,267132,UPG_DIGITAL_WALLET,"1,000"
2/13/2024,5360062,589554,UPG_DIGITAL_WALLET,400
2/14/2024,5379656,315918,COLLECTION,"1,500"
2/11/2024,5333458,176700,UPG_DIGITAL_WALLET,500
2/15/2024,5402820,218574,UPG_DIGITAL_WALLET,"1,300"
2/12/2024,5347504,300552,UPG_DIGITAL_WALLET,"1,060"
2/15/2024,5388457,255090,COLLECTION,"2,000"
2/15/2024,5402826,24966,UPG_DIGITAL_WALLET,"4,000"
2/14/2024,5375183,587616,UPG_DIGITAL_WALLET,6
2/10/2024,5324096,5076,COLLECTION,"1,000"
2/13/2024,5360149,111036,UPG_DIGITAL_WALLET,"6,000"
2/15/2024,5397016,15690,UPG_DIGITAL_WALLET,"6,000"
2/15/2024,5397059,362172,UPG_DIGITAL_WALLET,500
2/13/2024,5365040,543348,UPG_DIGITAL_WALLET,20
2/10/2024,5326506,79902,UPG_DIGITAL_WALLET,500
2/15/2024,5397037,578190,UPG_DIGITAL_WALLET,400
2/13/2024,5370749,37140,COLLECTION,"1,000"
2/11/2024,5333793,519528,UPG_DIGITAL_WALLET,"9,000"
2/13/2024,5365272,319092,UPG_DIGITAL_WALLET,"1,000"
2/5/2024,5238970,33960,UPG_DIGITAL_WALLET,800
3/22/2024,5935985,598050,UPG_DIGITAL_WALLET,300
2/15/2024,5402219,392802,COLLECTION,"3,600"
2/12/2024,5347263,300552,UPG_DIGITAL_WALLET,"1,150"
2/16/2024,5409347,497454,COLLECTION,"1,500"
2/13/2024,5370515,340422,UPG_DIGITAL_WALLET,80
2/16/2024,5406279,445104,UPG_DIGITAL_WALLET,500
2/11/2024,5341610,98010,UPG_DIGITAL_WALLET,"2,800"
2/12/2024,5347487,40968,UPG_DIGITAL_WALLET,500
2/11/2024,5333683,96384,COLLECTION,"2,000"
2/15/2024,5403004,116412,UPG_DIGITAL_WALLET,40
2/12/2024,5354361,284130,UPG_DIGITAL_WALLET,115
2/14/2024,5379416,551226,UPG_DIGITAL_WALLET,"1,000"
2/15/2024,5403054,474420,UPG_DIGITAL_WALLET,"2,000"
2/13/2024,5365268,246798,UPG_DIGITAL_WALLET,30
2/16/2024,5406365,287616,UPG_DIGITAL_WALLET,100
2/12/2024,5347783,39408,UPG_DIGITAL_WALLET,"6,000"
2/16/2024,5406380,444156,UPG_DIGITAL_WALLET,300
2/15/2024,5402944,46680,UPG_DIGITAL_WALLET,"2,000"
2/15/2024,5397239,246282,UPG_DIGITAL_WALLET,173
2/15/2024,5397258,133200,COLLECTION,"2,000"
2/12/2024,5347869,53460,COLLECTION,"1,000"
2/12/2024,5354410,201372,COLLECTION,"1,500"
2/12/2024,5347904,578862,UPG_DIGITAL_WALLET,7
2/14/2024,5380023,284940,UPG_DIGITAL_WALLET,"1,000"
2/17/2024,5416021,392250,UPG_DIGITAL_WALLET,"1,000"
2/16/2024,5413656,262590,COLLECTION,"4,000"
2/16/2024,5413663,233736,UPG_DIGITAL_WALLET,"1,000"
2/12/2024,5354443,474060,UPG_DIGITAL_WALLET,"1,400"
2/11/2024,5333979,9852,UPG_DIGITAL_WALLET,50
2/13/2024,5360397,31092,COLLECTION,"1,300"
2/17/2024,5416149,153066,UPG_DIGITAL_WALLET,200
2/11/2024,5333969,31062,COLLECTION,"3,500"
2/10/2024,5326945,470988,COLLECTION,"5,000"
2/16/2024,5406528,18252,UPG_DIGITAL_WALLET,"2,000"
2/15/2024,5397509,53772,UPG_DIGITAL_WALLET,"3,000"
2/16/2024,5412066,499452,UPG_DIGITAL_WALLET,"2,000"
2/15/2024,5397683,28926,UPG_DIGITAL_WALLET,85
2/12/2024,5354530,524766,UPG_DIGITAL_WALLET,"2,000"
2/11/2024,5334211,601266,UPG_DIGITAL_WALLET,100
2/11/2024,5334238,291030,COLLECTION,"1,000"
2/16/2024,5412084,461976,UPG_DIGITAL_WALLET,851
2/11/2024,5342283,488970,UPG_DIGITAL_WALLET,500
2/10/2024,5327067,357918,UPG_DIGITAL_WALLET,300
2/15/2024,5390417,484770,UPG_DIGITAL_WALLET,100
2/12/2024,5354709,263076,COLLECTION,"1,000"
2/16/2024,5409752,322404,UPG_DIGITAL_WALLET,300
2/12/2024,5354681,313992,UPG_DIGITAL_WALLET,"1,500"
2/16/2024,5413817,487548,UPG_DIGITAL_WALLET,"1,650"
2/10/2024,5327199,277356,UPG_DIGITAL_WALLET,"1,000"
2/16/2024,5406593,590958,UPG_DIGITAL_WALLET,700
2/11/2024,5342520,525828,UPG_DIGITAL_WALLET,200
2/14/2024,5380243,331518,COLLECTION,"2,000"
2/13/2024,5365638,42378,UPG_DIGITAL_WALLET,300
2/10/2024,5327327,579402,UPG_DIGITAL_WALLET,200
2/15/2024,5390614,584898,UPG_DIGITAL_WALLET,"5,000"
2/15/2024,5390617,476520,COLLECTION,700
2/14/2024,5380271,117552,UPG_DIGITAL_WALLET,700
2/12/2024,5348358,67482,UPG_DIGITAL_WALLET,570
2/15/2024,5390601,39144,UPG_DIGITAL_WALLET,"1,800"
2/13/2024,5371244,553218,UPG_DIGITAL_WALLET,"1,000"
2/16/2024,5406760,31092,COLLECTION,"1,200"
2/16/2024,5403542,196500,COLLECTION,"2,500"
2/10/2024,5327367,183648,UPG_DIGITAL_WALLET,500
2/15/2024,5397985,105804,UPG_DIGITAL_WALLET,150
2/12/2024,5354854,108600,UPG_DIGITAL_WALLET,500
2/16/2024,5403564,116574,UPG_DIGITAL_WALLET,220
2/12/2024,5354771,599160,UPG_DIGITAL_WALLET,200
2/16/2024,5406842,586302,UPG_DIGITAL_WALLET,500
3/22/2024,5936598,454266,UPG_DIGITAL_WALLET,"3,000"
2/13/2024,5360654,51012,UPG_DIGITAL_WALLET,300
2/11/2024,5334465,216288,UPG_DIGITAL_WALLET,"6,150"
2/15/2024,5397897,327444,UPG_DIGITAL_WALLET,"1,000"
2/11/2024,5327526,579402,UPG_DIGITAL_WALLET,50
2/11/2024,5334537,192720,UPG_DIGITAL_WALLET,"3,889"
2/15/2024,5390795,554880,UPG_DIGITAL_WALLET,11
2/11/2024,5342698,37200,UPG_DIGITAL_WALLET,"2,400"
2/11/2024,5327559,55740,UPG_DIGITAL_WALLET,"3,000"
2/15/2024,5390845,509724,UPG_DIGITAL_WALLET,"1,000"
2/13/2024,5360696,59166,UPG_DIGITAL_WALLET,376
2/11/2024,5334698,57798,COLLECTION,"4,000"
2/14/2024,5375802,36060,UPG_DIGITAL_WALLET,100
2/16/2024,5403676,351588,COLLECTION,"3,000"
2/11/2024,5327772,394932,UPG_DIGITAL_WALLET,"2,000"
2/11/2024,5342737,158850,UPG_DIGITAL_WALLET,45
2/15/2024,5398166,43164,COLLECTION,"1,000"
2/11/2024,5342764,513984,UPG_DIGITAL_WALLET,"8,500"
2/16/2024,5410100,62094,UPG_DIGITAL_WALLET,500
2/16/2024,5412309,101766,UPG_DIGITAL_WALLET,500
2/12/2024,5355122,479298,UPG_DIGITAL_WALLET,200
2/12/2024,5348574,262602,UPG_DIGITAL_WALLET,500
4/21/2024,6421711,100710,UPG_DIGITAL_WALLET,300
3/12/2024,5800894,55500,UPG_DIGITAL_WALLET,60
3/25/2024,5991683,573912,UPG_DIGITAL_WALLET,30
3/25/2024,5991703,73440,UPG_DIGITAL_WALLET,"1,500"
3/29/2024,6049724,328206,UPG_DIGITAL_WALLET,"3,900"
3/27/2024,6017461,281550,UPG_DIGITAL_WALLET,500
3/23/2024,5963613,110238,COLLECTION,500
3/23/2024,5963669,124152,UPG_DIGITAL_WALLET,"1,000"
3/23/2024,5963841,548742,UPG_DIGITAL_WALLET,200
3/22/2024,5935510,14394,COLLECTION,"2,000"
3/28/2024,6041591,12786,UPG_DIGITAL_WALLET,100
3/12/2024,5801047,51750,UPG_DIGITAL_WALLET,200
3/30/2024,6061014,279102,COLLECTION,"1,000"
3/28/2024,6041658,394860,UPG_DIGITAL_WALLET,"2,000"
3/29/2024,6056084,499350,UPG_DIGITAL_WALLET,500
3/6/2024,5714319,26040,COLLECTION,"1,500"
1/15/2024,4930934,282558,UPG_DIGITAL_WALLET,650
3/23/2024,5955551,521916,UPG_DIGITAL_WALLET,200
1/15/2024,4930764,461610,UPG_DIGITAL_WALLET,200
3/23/2024,5955533,58914,UPG_DIGITAL_WALLET,"1,000"
3/23/2024,5955558,262710,UPG_DIGITAL_WALLET,"3,645"
3/5/2024,5698791,41526,COLLECTION,"1,000"
3/6/2024,5714403,617688,COLLECTION,"1,000"
4/23/2024,6455352,569496,UPG_DIGITAL_WALLET,500
3/6/2024,5714628,8388,COLLECTION,"1,000"
4/23/2024,6453963,181500,UPG_DIGITAL_WALLET,126
3/6/2024,5707334,89298,COLLECTION,"7,000"
4/27/2024,6518145,210204,COLLECTION,"3,150"
4/6/2024,6194243,46578,UPG_DIGITAL_WALLET,200
4/22/2024,6434217,476700,UPG_DIGITAL_WALLET,300
1/4/2024,4787744,19026,COLLECTION,0.01
2/22/2024,5509765,470076,UPG_DIGITAL_WALLET,500
2/22/2024,5509709,357630,UPG_DIGITAL_WALLET,50
4/26/2024,6497885,8424,COLLECTION,"2,000"
4/24/2024,6475377,392208,COLLECTION,"2,950"
4/25/2024,6492932,209934,COLLECTION,"2,000"
1/11/2024,4880738,153066,UPG_DIGITAL_WALLET,280
3/3/2024,5673277,357918,UPG_DIGITAL_WALLET,"1,500"
3/23/2024,5953861,356430,UPG_DIGITAL_WALLET,"2,745"
2/4/2024,5224918,395544,COLLECTION,"2,000"
3/21/2024,5934117,510294,UPG_DIGITAL_WALLET,300
3/26/2024,6000056,244824,UPG_DIGITAL_WALLET,300
2/13/2024,5361086,511284,UPG_DIGITAL_WALLET,490
2/11/2024,5335284,533388,UPG_DIGITAL_WALLET,100
4/27/2024,6519997,313770,UPG_DIGITAL_WALLET,"1,650"
4/1/2024,6103390,564828,UPG_DIGITAL_WALLET,130
4/9/2024,6243296,59838,COLLECTION,"2,000"
3/2/2024,5655847,323646,COLLECTION,"2,000"
4/26/2024,6504304,589854,UPG_DIGITAL_WALLET,88
4/1/2024,6101360,97842,COLLECTION,"3,000"
2/14/2024,5376689,215160,UPG_DIGITAL_WALLET,500
2/16/2024,5404388,224784,UPG_DIGITAL_WALLET,100
4/22/2024,6434438,15666,UPG_DIGITAL_WALLET,"3,010"
